business_name,street_address,city,state,zip_code,phone,website,hours,rating,review_count,categories,source_file
Iv Glow Bar,6310 S San Vicente Blvd # 560,Los Angeles,CA,90048.0,+1 310-579-6779,https://ivglowbar.com/,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",5.0,165,"Medical spa, Wellness center, Weight loss service, Wellness program",Generated by Outscraper ©
The DRIPBaR Beverly,45 Enon St,Beverly,MA,1915.0,+1 978-451-6797,https://beverly.thedripbar.com/,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""10AM-3PM""], ""Sunday"": [""10AM-3PM""]}",5.0,175,"IV therapy service, Health spa, Medical spa",Generated by Outscraper ©
Symmetria Integrative Medical Marysville,9528 State Ave #B,Marysville,WA,98270.0,+1 360-659-6554,https://www.symmetriamedical.com/,"{""Monday"": [""9AM-1:30PM"", ""3-7PM""], ""Tuesday"": [""9AM-1:30PM"", ""3-7PM""], ""Wednesday"": [""9AM-1:30PM"", ""3-7PM""], ""Thursday"": [""9AM-1:30PM"", ""3-7PM""], ""Friday"": [""9AM-2PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.7,438,"Medical clinic, Alternative medicine practitioner, Chiropractor, Holistic medicine practitioner, Naturopathic practitioner, Pain management physician, Weight loss service",Generated by Outscraper ©
Jubilee Clinic DPC,1519 9th St,Marysville,WA,98270.0,+1 360-777-4090,https://jubileeclinics.com/,"{""Monday"": [""8:30AM-5PM""], ""Tuesday"": [""8:30AM-5PM""], ""Wednesday"": [""8:30AM-5PM""], ""Thursday"": [""8:30AM-5PM""], ""Friday"": [""8:30AM-12:30PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,25,"Wellness center, Medical clinic, Pediatrician, Family practice physician",Generated by Outscraper ©
ISM Health - Integrative Naturopathic Clinic,18404 102nd Ave NE,Bothell,WA,98011.0,+1 425-492-0082,http://ismhealth.org/,"{""Monday"": [""9AM-4PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""10AM-3PM""], ""Sunday"": [""Closed""]}",5.0,143,"Naturopathic practitioner, Health consultant, Holistic medicine practitioner",Generated by Outscraper ©
Specialty Natural Medicine,19401 40th Ave W Suite 105,Lynnwood,WA,98036.0,+1 425-423-0878,http://specialtynaturalmedicine.com/,"{""Monday"": [""10AM-12PM"", ""1-3PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""9AM-12PM"", ""1-3PM""], ""Thursday"": [""10AM-12PM"", ""1-3PM""], ""Friday"": [""9AM-12PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.4,38,"Medical clinic, Family practice physician, Naturopathic practitioner, Pain management physician, Weight loss service",Generated by Outscraper ©
Better Body Healing & Aesthetics,1624 S Gold St,Centralia,WA,98531.0,+1 360-880-0457,http://evexianw.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""9AM-1PM""], ""Sunday"": [""Closed""]}",4.7,31,"Medical spa, Facial spa",Generated by Outscraper ©
Velvet Skyn Aesthetics,2627 Parkmont Lane Southwest STE 101,Olympia,WA,98502.0,+1 360-523-1375,http://www.velvetskyn.com/,"{""Monday"": [""9AM-4PM""], ""Tuesday"": [""9AM-4PM""], ""Wednesday"": [""9AM-4PM""], ""Thursday"": [""9AM-4PM""], ""Friday"": [""9AM-4PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,154,"Medical spa, Day spa, Facial spa, Hair replacement service, Laser hair removal service, Skin care clinic",Generated by Outscraper ©
Stryker Optimal Health & Wellness,12615 E Mission Ave #105,Spokane Valley,WA,99216.0,+1 509-795-2642,https://www.strykerwellness.com/,"{""Monday"": [""8AM-4:30PM""], ""Tuesday"": [""8AM-4:30PM""], ""Wednesday"": [""1-4PM""], ""Thursday"": [""1-4PM""], ""Friday"": [""8AM-4PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,49,"Wellness center, Medical office, Mental health service, Women's health clinic, Weight loss service, Medical clinic, Wellness program",Generated by Outscraper ©
RejuvenationMD®,22102 17th Ave SE Suite #200,Bothell,WA,98021.0,+1 425-598-0804,https://www.rejuvenationmdmedspa.com/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3DBothell-practice-website,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.7,98,"Medical spa, Doctor, Facial spa, Hair replacement service, Laser hair removal service, Skin care clinic, Wellness center",Generated by Outscraper ©
VitaFusion Doctors Lounge and Wellness,8130 Boone Blvd STE 340,Vienna,VA,22182.0,+1 703-454-0062,https://www.vitafusiondoctors.com/,"{""Monday"": [""8AM-4PM""], ""Tuesday"": [""8AM-4PM""], ""Wednesday"": [""8AM-4PM""], ""Thursday"": [""8AM-4PM""], ""Friday"": [""8AM-4PM""], ""Saturday"": [""9AM-1PM""], ""Sunday"": [""Closed""]}",5.0,93,Wellness center,Generated by Outscraper ©
Envy IV Infusions,676 US-202 Bldg 2 STE D,Bridgewater,NJ,8807.0,+1 908-300-3229,http://envyivinfusions.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""11AM-4PM""], ""Wednesday"": [""11AM-6PM""], ""Thursday"": [""11AM-4PM""], ""Friday"": [""11AM-4PM""], ""Saturday"": [""11AM-4PM""], ""Sunday"": [""Closed""]}",5.0,85,Health spa,Generated by Outscraper ©
Active Infusions,8230 Leesburg Pike Suite 700,Vienna,VA,22182.0,+1 240-200-4464,http://www.activeinfusions.com/,"{""Monday"": [""7AM-10PM""], ""Tuesday"": [""7AM-10PM""], ""Wednesday"": [""7AM-10PM""], ""Thursday"": [""7AM-10PM""], ""Friday"": [""7AM-10PM""], ""Saturday"": [""7AM-10PM""], ""Sunday"": [""7AM-10PM""]}",4.9,64,Medical Center,Generated by Outscraper ©
His and Hers Hormone Health & Wellness,1292 S Market Blvd Ste 3,Chehalis,WA,98532.0,+1 360-206-3937,http://www.hisandhershormonereplacementtherapy.com/,"{""Monday"": [""9AM-3PM""], ""Tuesday"": [""9AM-3PM""], ""Wednesday"": [""Closed""], ""Thursday"": [""9AM-3PM""], ""Friday"": [""9AM-3PM""], ""Saturday"": [""10AM-3PM""], ""Sunday"": [""Closed""]}",4.9,114,Medical clinic,Generated by Outscraper ©
The Garage,1270 SW William Ave,Chehalis,WA,98532.0,+1 360-748-8814,http://www.thegaragehairlounge.com/,"{""Monday"": [""9AM-3PM""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-6PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""9AM-6PM""], ""Saturday"": [""9AM-6PM""], ""Sunday"": [""Closed""]}",4.9,247,"Hair salon, Facial spa, Hair extension technician, Massage spa, Medical spa, Nail salon, Skin care clinic, Spa, Hairdresser",Generated by Outscraper ©
Adorne Medical Aesthetics,2530 NE Kresky Ave Suite C,Chehalis,WA,98532.0,+1 360-996-4322,http://www.adorne.org/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,127,Medical spa,Generated by Outscraper ©
Medical Massage & Acupuncture,2923 Jackson Hwy,Chehalis,WA,98532.0,+1 360-996-4778,http://www.medicalmassageinc.net/,"{""Monday"": [""7:30AM-7:30PM""], ""Tuesday"": [""7:30AM-7:30PM""], ""Wednesday"": [""7:30AM-7:30PM""], ""Thursday"": [""7:30AM-7:30PM""], ""Friday"": [""7:30AM-7:30PM""], ""Saturday"": [""9AM-3PM""], ""Sunday"": [""Closed""]}",4.7,252,"Massage therapist, Acupuncture clinic, Aromatherapy service, Sports massage therapist",Generated by Outscraper ©
Interactive Health Clinic,16108 Ash Way #109,Lynnwood,WA,98087.0,+1 425-361-7945,https://www.interactivehealthclinic.com/,"{""Monday"": [""10AM-4PM""], ""Tuesday"": [""10AM-7PM""], ""Wednesday"": [""10AM-7PM""], ""Thursday"": [""10AM-7PM""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.1,32,"Naturopathic practitioner, Acupuncture clinic, Alternative medicine practitioner, Cancer treatment center, Doctor, Family practice physician, Holistic medicine practitioner, Oncologist, Pain management physician, Weight loss service",Generated by Outscraper ©
Heart of Wellness,205 Clark Pl SE,Tumwater,WA,98501.0,+1 360-570-0401,http://heartofwellness.org/,"{""Monday"": [""8AM-12PM"", ""1-6PM""], ""Tuesday"": [""8AM-12PM"", ""1-6PM""], ""Wednesday"": [""8AM-12PM"", ""1-6PM""], ""Thursday"": [""8AM-12PM"", ""1-6PM""], ""Friday"": [""8AM-12PM"", ""1-6PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.6,258,"Medical office, Acupuncturist, Doctor, Family practice physician, Herbalist, Massage therapist, Naturopathic practitioner, Nutritionist, Physical therapist, Physical therapy clinic",Generated by Outscraper ©
Inspire Physical and Hand Therapy - Tumwater,100 Dennis St SW Ste. A,Tumwater,WA,98501.0,+1 360-819-4335,http://www.inspire-pt.com/,"{""Monday"": [""7AM-5PM""], ""Tuesday"": [""7AM-5PM""], ""Wednesday"": [""7AM-5PM""], ""Thursday"": [""7AM-5PM""], ""Friday"": [""7AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,84,Physical therapy clinic,Generated by Outscraper ©
Nearing Total Health,4520 Intelco Loop SE bldg 3,Lacey,WA,98503.0,+1 360-972-2524,https://www.nearingtotalhealth.com/,"{""Monday"": [""10AM-5PM""], ""Tuesday"": [""10AM-5PM""], ""Wednesday"": [""10AM-5PM""], ""Thursday"": [""10AM-5PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""10AM-1PM""], ""Sunday"": [""Closed""]}",4.9,37,"Medical spa, Health spa, Hyperbaric medicine physician, Massage spa, Massage therapist, Naturopathic practitioner, Sauna, Vitamin & supplements store, Weight loss service",Generated by Outscraper ©
Savvy Rejuvenation and IV Bar,27500 102nd Ave NW #4,Stanwood,WA,98292.0,+1 206-571-8173,http://keithmedicalservices.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-3PM""], ""Wednesday"": [""9AM-12PM""], ""Thursday"": [""Closed""], ""Friday"": [""9AM-3PM""], ""Saturday"": [""10AM-4PM""], ""Sunday"": [""12-4PM""]}",4.9,44,Medical spa,Generated by Outscraper ©
Infusion Solutions,5929 Evergreen Wy #200,Everett,WA,98203.0,+1 360-933-4892,https://infusionsolutionsinc.com/,"{""Monday"": [""8:30AM-5PM""], ""Tuesday"": [""8:30AM-5PM""], ""Wednesday"": [""8:30AM-5PM""], ""Thursday"": [""8:30AM-5PM""], ""Friday"": [""8:30AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.2,18,"Pharmacy, Home health care service",Generated by Outscraper ©
Radiant Beauty Med Spa and Wellness,605 2nd St Suit 203,Snohomish,WA,98290.0,+1 360-524-2663,https://radiantbmedspa.com/%3Futm_source%3DGBP,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,27,Medical spa,Generated by Outscraper ©
Bellevue Skin and Wellness,1900 116th Ave NE,Bellevue,WA,98004.0,+1 425-818-3600,https://www.bellevueskinandwellness.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,11,Medical spa,Generated by Outscraper ©
Northwest Ketamine Clinics- Bellevue,1750 112th Ave NE Suite C228,Bellevue,WA,98004.0,+1 206-309-2299,https://nwketamineclinics.com/bellevue/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dbellevue_gbp,"{""Monday"": [""9AM-6:30PM""], ""Tuesday"": [""9AM-6:30PM""], ""Wednesday"": [""9AM-6:30PM""], ""Thursday"": [""9AM-6:30PM""], ""Friday"": [""9AM-6:30PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,51,"Mental health service, Mental health clinic",Generated by Outscraper ©
Ayurvedic and Naturopathic Medical Clinic,2115 112th Ave NE #4,Bellevue,WA,98004.0,+1 425-453-8022,http://ayurvedicscience.com/,"{""Monday"": [""9:30AM-6PM""], ""Tuesday"": [""8:30AM-6PM""], ""Wednesday"": [""8:30AM-6PM""], ""Thursday"": [""8:30AM-6PM""], ""Friday"": [""8:30AM-6PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,65,"Medical spa, Alternative medicine practitioner, Holistic medicine practitioner, Medical clinic, Naturopathic practitioner, Weight loss service",Generated by Outscraper ©
Northwest Medical Arts,5350 Orchard St W Suite 202,University Place,WA,98467.0,+1 253-352-0882,https://nwmedicalarts.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp_home,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""9AM-4PM""], ""Sunday"": [""Closed""]}",5.0,125,Medical spa,Generated by Outscraper ©
The Wellness Vault,513 1st St,Cheney,WA,99004.0,+1 509-800-7773,http://wellnessvaultwa.com/,"{""Monday"": [""4:15-8:15PM""], ""Tuesday"": [""4:45-8:30PM""], ""Wednesday"": [""4:30-8:30PM""], ""Thursday"": [""4:45-8:45PM""], ""Friday"": [""3:30-8:15PM""], ""Saturday"": [""7:30-11:45AM""], ""Sunday"": [""Closed""]}",5.0,43,"Yoga studio, Fitness center, Massage spa",Generated by Outscraper ©
Hush Aesthetics,109 2nd Ave S Ste 200,Kent,WA,98032.0,+1 253-409-6251,http://www.hush-aesthetics.com/,"{""Monday"": [""8AM-8PM""], ""Tuesday"": [""8AM-8PM""], ""Wednesday"": [""8AM-8PM""], ""Thursday"": [""8AM-8PM""], ""Friday"": [""8AM-8PM""], ""Saturday"": [""8AM-6PM""], ""Sunday"": [""9AM-6PM""]}",4.9,181,"Medical spa, Beauty salon, Day spa, Facial spa, Hair removal service, Laser hair removal service, Skin care clinic, Waxing hair removal service",Generated by Outscraper ©
Osira Vitality and Wellness,262 N 1st St #3,Kalama,WA,98625.0,+1 360-846-3348,https://pay.withcherry.com/osira-vitality-and-wellness/%3Futm_source%3Dmobilepracticeportal,"{""Monday"": [""9AM-7PM""], ""Tuesday"": [""9AM-7PM""], ""Wednesday"": [""9AM-7PM""], ""Thursday"": [""9AM-7PM""], ""Friday"": [""9AM-12AM""], ""Saturday"": [""12-7AM"", ""9AM-7PM""], ""Sunday"": [""Closed""]}",5.0,15,Wellness center,Generated by Outscraper ©
SoundLife Wellness,5801 Soundview Dr Suite #204,Gig Harbor,WA,98335.0,+1 253-358-0909,https://yoursoundlife.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""2-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,13,"Wellness center, Health consultant, Medical clinic",Generated by Outscraper ©
IV Party - Mobile IV Therapy providing Wellness Drips directly to your location.,200 Sterling Blvd,Englewood,NJ,7631.0,+1 917-774-8044,https://embraceaging.janeapp.com/,"{""Monday"": [""12-10PM""], ""Tuesday"": [""9AM-10PM""], ""Wednesday"": [""6AM-10PM""], ""Thursday"": [""9AM-10PM""], ""Friday"": [""6AM-10PM""], ""Saturday"": [""9AM-10PM""], ""Sunday"": [""9AM-10PM""]}",5.0,25,"Personal concierge service, Home health care service, IV therapy service, Medical spa, Nutritionist, Skin care clinic, Sportswear store, Vitamin & supplements store, Wellness center",Generated by Outscraper ©
Thrivewell Infusion - Holbrook,233 Union Ave Ste 105,Holbrook,NY,11741.0,+1 212-803-3339,https://www.thrivewellinfusion.com/holbrook/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,20,Medical clinic,Generated by Outscraper ©
BioIV Therapy,95-27 Jamaica Ave,Jamaica,NY,11421.0,+1 347-740-9508,https://bioivtherapy.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""Closed""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-3:30PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,33,"Medical spa, Alternative medicine practitioner",Generated by Outscraper ©
Peak Vitality,513 1st St,Cheney,WA,99004.0,+1 770-883-9275,http://peakvitalitywa.com/,"{""Monday"": [""10AM-5:30PM""], ""Tuesday"": [""10AM-5:30PM""], ""Wednesday"": [""10AM-5:30PM""], ""Thursday"": [""10AM-5:30PM""], ""Friday"": [""Closed""], ""Saturday"": [""10AM-6PM""], ""Sunday"": [""10AM-6PM""]}",4.8,22,Medical spa,Generated by Outscraper ©
Chehalis Naturopathic Medicine,2923 Jackson Hwy,Chehalis,WA,98532.0,+1 360-996-4778,https://medicalmassageinc.net/,"{""Monday"": [""7:30AM-7:30PM""], ""Tuesday"": [""7:30AM-7:30PM""], ""Wednesday"": [""7:30AM-7:30PM""], ""Thursday"": [""7:30AM-7:30PM""], ""Friday"": [""7:30AM-7:30PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.0,16,Naturopathic practitioner,Generated by Outscraper ©
4Ever Young Med Spa & Wellness Center - Edgewater,11 Edgewater Towne Ctr unit 9c,Edgewater,NJ,7020.0,+1 551-313-8204,https://4everyoungantiaging.com/edgewater/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-edgewater,"{""Monday"": [""Closed""], ""Tuesday"": [""12-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""12-7PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""10AM-2PM""], ""Sunday"": [""Closed""]}",4.8,257,"Medical spa, Wellness center",Generated by Outscraper ©
Wellness Pointe Direct Care & Medical Massage,2530 NE Kresky Ave b,Chehalis,WA,98532.0,+1 360-529-0319,https://www.wellnesspointedirectcare.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,29,"Medical clinic, Doctor, Family practice physician",Generated by Outscraper ©
"Evolution Health, Hormone Replacement and Weight Loss Therapy for Men and Women",1111 Kresky Ave Suite 101,Centralia,WA,98531.0,+1 360-807-4870,http://evolutionhealthllc.com/,"{""Monday"": [""1-6PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""1-5PM""], ""Friday"": [""9AM-4PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,75,"Weight loss service, Women's health clinic, Physical examination center",Generated by Outscraper ©
Innovative Sleep Centers,1123 S Market Blvd,Chehalis,WA,98532.0,+1 360-807-4131,http://innovativesleepcenters.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.6,217,Sleep clinic,Generated by Outscraper ©
IV Therapy & Wellness,893 W Wickenburg Way Suite H,Wickenburg,AZ,85390.0,+1 928-813-6810,https://ivtherapyandwellness.com/,"{""Monday"": [""9:30AM-5PM""], ""Tuesday"": [""9:30AM-5PM""], ""Wednesday"": [""9:30AM-5PM""], ""Thursday"": [""9:30AM-5PM""], ""Friday"": [""9:30AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,14,Health spa,Generated by Outscraper ©
Thrive IV Wellness Solutions,1403 Foulk Rd Ste 106,Wilmington,DE,19803.0,+1 302-477-1010,http://thriveivwellnesssolutions.com/,"{""Monday"": [""8:30AM-4PM""], ""Tuesday"": [""8:30AM-4PM""], ""Wednesday"": [""8:30AM-4PM""], ""Thursday"": [""8:30AM-4PM""], ""Friday"": [""8:30AM-12:30PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,17,Wellness center,Generated by Outscraper ©
Eazy iV Hydration & Wellness Clinic,62 E Franklin St,Centerville,OH,45459.0,+1 937-918-3299,http://eazy-iv.com/,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-3PM""], ""Saturday"": [""Closed""], ""Sunday"": [""10AM-3PM""]}",5.0,12,Wellness center,Generated by Outscraper ©
"RENEWD | Med Spa | Everett, WA",1303 Pacific Ave,Everett,WA,98201.0,+1 425-565-1865,https://renewdyou.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""10AM-4PM""], ""Sunday"": [""Closed""]}",4.9,27,Medical spa,Generated by Outscraper ©
Option Care Health,"728 134th St SW Building A, Suite 128",Everett,WA,98204.0,+1 425-348-3600,https://optioncarehealth.com/,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",3.7,15,Specialized clinic,Generated by Outscraper ©
Purity Integrative Health & Wellness Center PLLC,11314 4th Ave W #207,Everett,WA,98204.0,+1 425-338-2357,http://www.purityhealth.net/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""9AM-4PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.7,81,"Medical clinic, Alternative medicine practitioner, Doctor, Naturopathic practitioner, Weight loss service",Generated by Outscraper ©
Wellness Institute for Sleep and Health,3517 NW Camas Meadows Dr suite 210,Camas,WA,98607.0,+1 360-345-3175,http://www.wishcares.org/sleep%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Ddirectories,"{""Monday"": [""8AM-12PM"", ""1-6PM""], ""Tuesday"": [""8AM-12PM"", ""1-6PM""], ""Wednesday"": [""Closed""], ""Thursday"": [""8AM-12PM"", ""1-6PM""], ""Friday"": [""8AM-12PM"", ""1-6PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,42,"Medical spa, Doctor, Health consultant, Medical clinic, Medical group, Medical office, Sleep clinic",Generated by Outscraper ©
PNW Rejuvenation,860 Cole St,Enumclaw,WA,98022.0,+1 253-987-1633,https://pnwrejuvenation.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-4PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,110,Medical spa,Generated by Outscraper ©
Coastal Health,621 E Front St,Port Angeles,WA,98362.0,+1 360-952-7310,https://www.dralishadetorres.com/,"{""Monday"": [""8AM-4:30PM""], ""Tuesday"": [""8AM-4:30PM""], ""Wednesday"": [""8AM-4:30PM""], ""Thursday"": [""8AM-4:30PM""], ""Friday"": [""8AM-3:30PM""], ""Saturday"": [""10AM-2PM""], ""Sunday"": [""Closed""]}",4.9,114,"Walk-in clinic, Doctor, Family practice physician, Naturopathic practitioner, Medical clinic",Generated by Outscraper ©
Petal and Thorn Naturopathic Wellness and Apothecary,327 NE 5th Ave,Camas,WA,98607.0,+1 360-210-7226,http://www.petalandthornwellness.com/,"{""Monday"": [""12-5PM""], ""Tuesday"": [""9AM-3PM""], ""Wednesday"": [""9AM-3PM""], ""Thursday"": [""10AM-3PM""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,17,Naturopathic practitioner,Generated by Outscraper ©
Renewed Skin & Wellness,5420 NW 38th Ave Suite 202-20,Camas,WA,98607.0,+1 360-218-4595,http://renewedskinwellness.com/,"{""Monday"": [""9AM-7PM""], ""Tuesday"": [""9AM-7PM""], ""Wednesday"": [""9AM-7PM""], ""Thursday"": [""9AM-7PM""], ""Friday"": [""9AM-7PM""], ""Saturday"": [""9AM-3PM""], ""Sunday"": [""Closed""]}",5.0,128,Medical spa,Generated by Outscraper ©
Prime IV Hydration & Wellness - Valparaiso,1703 Calumet Ave Unit B,Valparaiso,IN,46383.0,+1 219-265-4000,https://primeivhydration.com/locations/indiana/valparaiso-46383/,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""11AM-7PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""10AM-3PM""], ""Sunday"": [""Closed""]}",4.9,138,"IV therapy service, Health spa",Generated by Outscraper ©
Skin Therapy Gig Harbor,11515 Burnham Dr Suite 104B,Gig Harbor,WA,98332.0,+1 253-528-7048,https://www.skintherapygh.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,63,Medical spa,Generated by Outscraper ©
Alchemy Aesthetics and Wellness,8815 N Harborview Dr,Gig Harbor,WA,98332.0,+1 253-378-3332,http://alchemygigharbor.com/,"{""Monday"": [""9AM-6PM""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-6PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,68,Medical spa,Generated by Outscraper ©
Sanctuary Skin,15814 NE 182nd Ave,Brush Prairie,WA,98606.0,+1 360-558-2792,http://sanctuaryskinaesthetics.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,64,Medical spa,Generated by Outscraper ©
